WKT,osm_id,access,amenity,man_made,name,operator,operational_status,watsan:cost,watsan:location,watsan:type,watsan:water_private,watsan:water_public,opening_hours,operator:type
POINT (36.791578014004678 -1.313546427493987),612009180,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.792271243909425 -1.313742029141),612008674,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.79192054162251 -1.313325859227203),1771323219,,drinking_water,,Water Tank,,,,,,,,,
POINT (36.791951084342166 -1.313263801946682),612008675,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.793186447520895 -1.313510414516902),1771323239,,drinking_water,,water tank Sodis,,,,,,,,,
POINT (36.793154826822892 -1.313490836389488),941480128,private,drinking_water,,,,operational,,,,yes,,Mo-Su 07:00-19:00,ngo_cbo
POINT (36.784864095402696 -1.312754860341905),773549077,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,06:00-20:30,private
POINT (36.785540347148583 -1.312701694034537),773549072,yes,drinking_water,,,,operational,shs 5 per 20lit,,,,yes,06:00-20:30,private
POINT (36.785971358821904 -1.31239760428854),769097871,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,06:00-18:00,private
POINT (36.786273462251948 -1.311702490554283),775529740,yes,drinking_water,,Kibera Water and Sanitation Tank,,operational,3sh per 20litre can,,,,yes,06:00-21:00,ngo_cbo
POINT (36.786755228738819 -1.312798147773776),1367652456,,drinking_water,,,,operational,,public_community,water_tank,no,yes,,private
POINT (36.78699382127828 -1.312179191311723),769097862,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,08:00-20:00,private
POINT (36.787365813637443 -1.311975506824358),769097858,private,drinking_water,,,,operational,shs 5 per 20lit,,,yes,,06:00-19:00,private
POINT (36.785903086860309 -1.311112002960386),612009704,yes,drinking_water,,,,,,,,,yes,,
POINT (36.787120124407231 -1.311190225735587),775524383,yes,drinking_water,,Youth Reform Water Tank,,operational,3sh per 20litre can,,,,yes,06:00-21:00,ngo_cbo
POINT (36.787702142879816 -1.310570730027624),2127249006,yes,drinking_water,,,,,,,,,yes,,
POINT (36.787063261049745 -1.310333996051779),612009707,yes,drinking_water,,,,,,,,,yes,,
POINT (36.783766893114674 -1.307618917989583),769076788,yes,drinking_water,,Community water tank,,operational,3sh per 20litre can,,,,yes,06:00-19:00,private
POINT (36.78633068493555 -1.309544852701378),772551862,yes,drinking_water,,,,operational,2,,,,yes,06:00-17:00,private
POINT (36.785494622900622 -1.308899222432835),612008922,yes,drinking_water,,,,,,,,,yes,,
POINT (36.785599815620394 -1.308896528190155),772551882,private,drinking_water,,,,operational,2,,,yes,,07:00-18:00,private
POINT (36.785699618448454 -1.309350238615117),772551854,yes,drinking_water,,,,operational,2,,,,yes,07:00-20:00,private
POINT (36.785684796246272 -1.309233398309656),772551523,private,drinking_water,,,,operational,2,,,yes,,07:00-17:00,private
POINT (36.78570114558444 -1.309219837289987),612008923,yes,drinking_water,,,,,,,,,yes,,
POINT (36.785997769291257 -1.308178781839541),612007432,private,drinking_water,,,,operational,2 shillings per gerican,,,yes,,08:00-21:00,private
POINT (36.786119580843781 -1.308078196748989),769075667,yes,drinking_water,,,,operational,,,,,yes,05:30-20:30,ngo_cbo
POINT (36.786198722420309 -1.307509082638296),941480290,yes,drinking_water,,,,operational,,,,,yes,06:00-21:00,private
POINT (36.788733049499868 -1.312231190126587),769097851,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,07:00-19:00,private
POINT (36.78775819775354 -1.311950180974244),769097856,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,08:00-20:00,private
POINT (36.788381808223775 -1.311841962356508),769097870,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,06:00-20:00,private
POINT (36.787861683674272 -1.311806218778829),769097867,yes,drinking_water,,,,operational,shs 5 per 20lit,,,,yes,06:00-19:00,private
POINT (36.788793865444603 -1.311879951133231),1377422296,,drinking_water,,CHW - Kisumu Ndogo (KWAHO),,operational,,public_community,water_tank,,yes,,
POINT (36.788464722724505 -1.311541015785787),769097868,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,06:00-20:00,ngo_cbo
POINT (36.788796560390459 -1.311712998088919),941480361,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,06:00-20:00,private
POINT (36.789637473327922 -1.312862629880422),769097872,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,07:00-19:00,private
POINT (36.789147172845844 -1.312508337505108),1377422297,,drinking_water,,CHW - Lindi,,,,public_community,water_tank,,yes,,
POINT (36.7901739472156 -1.312225981264363),612007474,yes,drinking_water,water_tower,Kibera Water & Sanitation Project,,,,,,,yes,,
POINT (36.789942541198407 -1.312059207859089),612007477,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.789835102690425 -1.311673482573839),612008533,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.787913696129223 -1.311268807740342),769097852,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,06:00-20:00,private
POINT (36.787747597633192 -1.310955826826707),773538275,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,06:00-20:00,private
POINT (36.787784787885954 -1.310934721943037),612007440,yes,drinking_water,,,,,,,,,yes,,
POINT (36.788768263459012 -1.311216449673443),773538293,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,06:00-19:00,private
POINT (36.789243023086662 -1.311092335006196),773538285,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,08:00-19:00,private
POINT (36.789585820199086 -1.310879400204537),773538283,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,07:00-18:00,ngo_cbo
POINT (36.789689306119811 -1.310869431514513),773538290,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,08:00-20:00,private
POINT (36.789178344386208 -1.310583841999828),773538291,yes,drinking_water,,,,operational,shs 5 per 20lit,,,,yes,08:00-16:00,private
POINT (36.789898613581009 -1.310670057705806),941480031,private,drinking_water,,,,operational,,,,yes,,24/7,private
POINT (36.790417570320649 -1.310267448295055),1377422279,,drinking_water,,Makina - KWAHO Women Group,,operational,,public_community,water_tank,,yes,08:00-19:00,
POINT (36.791473809431722 -1.312244391898076),773538287,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,06:00-19:00,private
POINT (36.79097758006877 -1.311569395111825),773538295,yes,drinking_water,,,,operational,shs 5 per 20lit,,,,yes,08:00-19:00,private
POINT (36.791272317313492 -1.311910755270891),773538294,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,07:00-19:00,private
POINT (36.791345979166785 -1.31182651538329),773538280,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,06:00-20:00,private
POINT (36.791334390899621 -1.311810888794036),795719675,private,drinking_water,,Marita Water Tank,,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-20:00,private
POINT (36.792518370444093 -1.312306449203901),1771323216,,drinking_water,,Mkuu c.b.o,,,,,,,,,
POINT (36.792768820745302 -1.312702412498164),612008606,yes,drinking_water,water_tower,Mashimoni Community Water Tank,,,,,,,yes,,
POINT (36.792841314788731 -1.312623920346368),941480428,yes,drinking_water,,Mashimoni Ushirika Na Usafi,,operational,5ksh per person,,,,yes,Mo-Su 07:00-19:00,ngo_cbo
POINT (36.791966894691171 -1.312130335774816),795719678,private,drinking_water,,Sairus Water Tank,,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-18:30,private
POINT (36.790683022487109 -1.3113076946058),773538288,private,drinking_water,,Ali Water Tank,,operational,KShs 3 per 20L,,,yes,,Mo-Su 06:00-20:00,private
POINT (36.790707366831306 -1.311248511131351),612009005,yes,drinking_water,water_tower,Community Water Tank,,,,,,,yes,,
POINT (36.791189492644293 -1.311183400327045),612008695,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.791529504979337 -1.31123638705069),612008693,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.791557262921607 -1.311253450571613),612008694,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.790804384881987 -1.310325374480144),795719691,yes,drinking_water,,Progressive Youth Group,,operational,3ksh per 20litres,,,,yes,Mo-Su 06:00-19:00,ngo_self_help
POINT (36.792834307929517 -1.310266909446817),1377422251,,drinking_water,,Vision Mothers Group (KWAHO),,non_operational,,public_community,water_tank,,yes,,ngo_cbo
POINT (36.788170883795068 -1.30975509337473),612008934,yes,drinking_water,,,,,,,,,yes,,
POINT (36.787798801604382 -1.309299676669608),612008936,yes,drinking_water,,,,,,,,,yes,,
POINT (36.787752358704196 -1.309094824443004),2127248999,yes,drinking_water,,,,,,,,,yes,,
POINT (36.78821490124399 -1.309068331058682),2126109306,yes,drinking_water,,,,,,,,,yes,,
POINT (36.790143045169827 -1.30969941237796),612008412,yes,drinking_water,,,,,,,,,yes,,
POINT (36.790452784279786 -1.309273093479373),612008668,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.790187062618742 -1.308497151586222),612009239,yes,drinking_water,,,,,,,,,yes,,
POINT (36.789606391619095 -1.307418196800257),612009241,yes,drinking_water,,,,,,,,,yes,,
POINT (36.790316420019657 -1.30777913569697),612009245,yes,drinking_water,,,,,,,,,yes,,
POINT (36.79123449824003 -1.309714140899803),795850354,private,drinking_water,,Mashimoni School (water tank),,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.791541362741086 -1.309588499421008),941479968,private,drinking_water,,Mashimoni-Friends,,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-19:00,faith_based_organization
POINT (36.790751653774812 -1.309386341460149),612009249,yes,drinking_water,,,,,,,,,yes,,
POINT (36.791173682295295 -1.309161282422783),612009251,,water_point,,,,,,,,,,,
POINT (36.792673868819776 -1.309976560036765),1377422264,,drinking_water,,CHW - Mashimoni (KWAHO),,non_operational,,public_community,water_tank,,yes,,
POINT (36.790471469237694 -1.308184978599453),612009256,yes,drinking_water,,,,,,,,,yes,,
POINT (36.79418492495919 -1.317717014111231),612008384,yes,drinking_water,,Water point/tank (Lindi),,operational,3ksh per 20litres,,,,yes,Mo-Su 06:00-19:00,private
POINT (36.794441393972804 -1.317312250449409),795850350,private,drinking_water,,Water Point/Tank (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.794612163708322 -1.31780421745642),941480165,yes,drinking_water,,,,operational,,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.79550176533418 -1.318003590695566),941479938,yes,drinking_water,,,,operational,,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.794963943973578 -1.317481358506051),612009027,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.795068687535704 -1.317086383855596),5295553254,yes,drinking_water,,,,operational,,,,,yes,Mo-Su 06:00-21:00,ngo_international
POINT (36.79551155697078 -1.317142334111154),941480003,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.793243400709905 -1.316632315603474),612009184,private,drinking_water,,Water tank (lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 06:00-19:00,private
POINT (36.793860902636204 -1.316627915020726),612008388,private,drinking_water,,Water tank (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.793659051191867 -1.315612996737884),795800078,private,drinking_water,,Water point/tank (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 06:00-19:00,private
POINT (36.794160221288877 -1.315888257776572),612008678,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.794750144935961 -1.31692517885863),612011204,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.794764068822865 -1.316912156727504),5295458710,private,drinking_water,,Water point/tank (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.796018925443249 -1.318326988424748),941479952,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.796206942832214 -1.318332736120758),612009038,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.796635259559686 -1.317863310967709),612009035,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.796744404866708 -1.318346297090963),612009031,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.79690439481881 -1.318208801422793),612009036,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.796944998669652 -1.317947460843818),612009033,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.797191496383611 -1.317887289641345),612009034,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.79608297532301 -1.31745711040516),5293428978,yes,drinking_water,,,,,,,,,yes,Mo-Su 06:00-21:00,ngo_international
POINT (36.796525215937379 -1.317113505809492),612008781,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.797924970813092 -1.318040591493141),612009042,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.798021090548495 -1.318264841460892),941480193,yes,drinking_water,,,,operational,ksh.3,,,,yes,Mo-Sa 08:30-16:00,ngo_cbo
POINT (36.798048668827718 -1.318074628634126),612009041,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.797634545481742 -1.317489890245196),941480201,yes,drinking_water,,,,closed,,,,,yes,Mo-Su 06:00-21:00,ngo_international
POINT (36.797907812991163 -1.317407356893713),612008783,yes,drinking_water,,,,operational,Ksh.2,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.797792289645635 -1.317079738078765),612008784,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.79818736870758 -1.31754188894944),612009044,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.798025671956445 -1.317183376272151),612008785,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.798261389887003 -1.316994779903168),612008787,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,ngo_cbo
POINT (36.796000420148395 -1.316790377346184),612008788,private,drinking_water,,,,operational,Ksh.2,,,yes,,Mo-Su 06:00-21:00,private
POINT (36.797316002881992 -1.316978345076053),612008789,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.79794078116209 -1.316754454223738),612008790,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,other
POINT (36.798527920031795 -1.316337207118371),612008792,yes,drinking_water,,,,operational,Ksh.3,,,,yes,Mo-Su 06:00-21:00,private
POINT (36.793571375620139 -1.315228978350648),612008396,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.793397551612657 -1.314527309428233),612008397,private,drinking_water,,Water tank (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 06:00-19:00,private
POINT (36.793458996378092 -1.314376611789332),1377422258,,drinking_water,,Burak Youth Group (KWAHO),,non_operational,,public_community,water_tank,,yes,,
POINT (36.794033648665341 -1.314845588559435),612008399,private,drinking_water,,Water tank (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.794900073756878 -1.315302441180458),612008679,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.795388757271439 -1.315514836758192),612008631,yes,drinking_water,,,,operational,Ksh.2,,,,yes,Mo-Su 06:00-21:00,ngo_international
